bg,NA,NA.1,selected,deltalnL,p,q,sig,sigS1,summary,delCS2,pCS2,qCS2,sig2
BG11434,18):,0,1,0.00577900000007503,0.9144,0.495179857444481,,,,NA,NA,NA,NA
BG11435,18):,0,1,4.11067400000047,0.0041,0.0104753476458104,C,S,CS,0.0923039999997854,0.6674,0.476843502827432,NA
BG11436,18):,0,1,15.8067819999997,0,0,C,S,CS,2.15780100000029,0.0378,0.0884873933304024,NA
BG11439,18):,0,1,6.83602399999927,2e-04,0.000910565704037065,C,S,CS,0.287755000000288,0.4481,0.408303003567783,NA
BG11441,18):,0,1,9.1593299999995,0,0,C,S,CS,0.152936000000409,0.5802,0.451513472763251,NA
BG11443,18):,0,1,2.31460500000048,0.0314,0.0480139456212069,C,S,CS,0.759012999999868,0.2179,0.262996850808627,NA
BG11446,18):,0,1,2.78667399999995,0.0182,0.0327993354641684,C,,C,0.087503000000197,0.6757,0.48062478787641,NA
BG11453,18):,0,1,9.80001700000003,0,0,C,S,CS,0.858352000000195,0.1901,0.242491487788839,NA
BG11454,18):,0,1,0.426987999999938,0.3554,0.269679209345644,,,,NA,NA,NA,NA
BG11455,18):,0,1,1.06169199999931,0.1451,0.14668088586159,,,,NA,NA,NA,NA
BG11457,18):,0,1,3.2047849999999,0.0114,0.0230869518471739,C,S,CS,0.8491729999987,0.1925,0.242491487788839,NA
BG11458,18):,0,1,8.06820200000038,1e-04,0.000513157790834448,C,S,CS,0.278561999999511,0.4554,0.410397595242524,NA
BG11459,18):,0,1,0.0107299999999668,0.8835,0.487233507904041,,,,NA,NA,NA,NA
BG11460,18):,0,1,9.9428210000001,0,0,C,S,CS,0.0337539999995897,0.795,0.521431569874619,NA
BG11461,18):,0,1,0.0335279999999329,0.7957,0.455627100728675,,,,NA,NA,NA,NA
BG11462,18):,0,1,2.01140200000009,0.0449,0.0635167335508372,,,,NA,NA,NA,NA
BG11474,18):,0,1,8.26993799999991,0,0,C,S,CS,1.23862299999973,0.1155,0.175943542603195,NA
BG11492,18):,0,1,0.962312999999995,0.1653,0.161181126784899,,S,S,7.01893500000006,2e-04,0.0044297718272851,CS2
BG11493,18):,0,1,0.000793000000157917,0.9682,0.508033327765491,,,,NA,NA,NA,NA
BG11494,18):,0,1,1.08369800000037,0.141,0.143978403438508,,S,S,0.910874000000149,0.1771,0.237981765074682,NA
BG11495,18):,0,1,1.94186499999978,0.0488,0.0664037712975524,,,,NA,NA,NA,NA
BG11496,18):,0,1,1.19315599999936,0.1224,0.128898097470958,,,,NA,NA,NA,NA
BG11497,18):,0,1,0.0134750000001986,0.8696,0.482202909884039,,,,NA,NA,NA,NA
BG11498,18):,0,1,1.15764500000023,0.1281,0.134200528281926,,S,S,0.213668000000325,0.5133,0.430895399800157,NA
BG11499,18):,0,1,0.00568599999996877,0.9151,0.495179857444481,,,,NA,NA,NA,NA
BG11500,18):,0,1,11.8667489999998,0,0,C,S,CS,0.000348999999914668,0.9789,0.584046995483837,NA
BG11501,18):,0,1,0.517880000000105,0.3088,0.243471990176327,,,,NA,NA,NA,NA
BG11502,18):,0,1,4.42210399999976,0.0029,0.00798193618288854,C,S,CS,0.129712000000382,0.6105,0.458452619371883,NA
BG11503,18):,0,1,0.214057000000139,0.5129,0.344317499428388,,,,NA,NA,NA,NA
BG11509,18):,0,1,2.9883549999995,0.0145,0.0276975703507173,C,S,CS,1.85898400000042,0.0538,0.103207930625318,NA
BG11510,18):,0,1,2.47085099999913,0.0262,0.0428778007065886,C,S,CS,0.00613000000066677,0.9118,0.567039496517724,NA
BG11511,18):,0,1,0.452820000000429,0.3413,0.261094943147168,,,,NA,NA,NA,NA
BG11514,18):,0,1,0.212165999999797,0.5148,0.345210281563075,,,,NA,NA,NA,NA
BG11517,18):,0,1,2.22659800000110,0.0348,0.052030398821792,,,,NA,NA,NA,NA
BG11518,18):,0,1,4.31129899999996,0.0033,0.00892069838173812,C,,C,0.000278000000434986,0.9812,0.584046995483837,NA
BG11519,18):,0,1,2.23757300000034,0.0344,0.0516875956465308,,S,S,0.209411000000728,0.5175,0.431902753160297,NA
BG11520,18):,0,1,10.2145670000000,0,0,C,S,CS,0.481620999999905,0.3264,0.342183823759849,NA
BG11522,18):,0,1,5.13448400000016,0.0014,0.00441529515863806,C,,C,6.51698399999987,3e-04,0.00575870337547063,CS2
BG11530,18):,0,1,0.238163999999870,0.4901,0.336091038821966,,,,NA,NA,NA,NA
BG11532,18):,0,1,0.350062999999864,0.4027,0.295570179388434,,,,NA,NA,NA,NA
BG11533,18):,0,1,16.7608680000012,0,0,C,S,CS,0.478452999999718,0.328,0.342183823759849,NA
BG11534,18):,0,1,0.03974400000061,0.778,0.451677256277715,,,,NA,NA,NA,NA
BG11535,18):,0,1,0.0141530000000785,0.8664,0.48220087684585,,,,NA,NA,NA,NA
BG11536,18):,0,1,0.116328000000067,0.6296,0.394657651375833,,,,NA,NA,NA,NA
BG11537,18):,0,1,1.35034100000030,0.1003,0.111031585331664,,,,NA,NA,NA,NA
BG11538,18):,0,1,1.25879200000054,0.1126,0.122186535410474,,,,NA,NA,NA,NA
BG11539,18):,0,1,1.61929500000042,0.0719,0.0884905148170248,,,,NA,NA,NA,NA
BG11567,18):,0,1,2.80523999999969,0.0179,0.0324518528682790,C,,C,0.0787950000012643,0.6914,0.486744194841124,NA
BG11570,18):,0,1,2.27649899999960,0.0329,0.0501808860346975,,,,NA,NA,NA,NA
BG11577,18):,0,1,0.00584500000013577,0.9139,0.495179857444481,,,,NA,NA,NA,NA
BG11579,18):,0,1,1.76596100000097,0.0602,0.0770669700416825,,,,NA,NA,NA,NA
BG11586,18):,0,1,0.550525999999991,0.294,0.235482408460696,,,,NA,NA,NA,NA
BG11597,18):,0,1,2.16335700000036,0.0375,0.0552487402540737,,,,NA,NA,NA,NA
BG11604,18):,0,1,53.4935949999999,0,0,C,S,CS,4.49200500000006,0.0027,0.0170410610090457,CS2
BG11605,18):,0,1,2.538544,0.0242,0.0408730180399637,C,S,CS,0.88065000000006,0.1845,0.242491487788839,NA
BG11608,18):,0,1,0.645470999999816,0.2559,0.218842283339691,,,,NA,NA,NA,NA
BG11609,18):,0,1,0.148548000000119,0.5857,0.376094052331122,,,,NA,NA,NA,NA
BG11611,18):,0,1,3.7035850000002,0.0065,0.0150225963958023,C,S,CS,0.375313999999889,0.3863,0.378820827488442,NA
BG11612,18):,0,1,3.91060399999969,0.0052,0.0125447657552198,C,S,CS,0.395935999999892,0.3735,0.374015786938119,NA
BG11614,18):,0,1,0.963076999999885,0.1652,0.161181126784899,,,,NA,NA,NA,NA
BG11615,18):,0,1,7.06577300000026,2e-04,0.000910565704037065,C,S,CS,0.0471769999994649,0.7587,0.506859425866539,NA
BG11616,18):,0,1,0.760607000000164,0.2174,0.195985040204853,,,,NA,NA,NA,NA
BG11620,18):,0,1,2.04186399999980,0.0433,0.0616924333291653,,S,S,0.998219999999947,0.1577,0.220703704608450,NA
BG11621,18):,0,1,1.07648100000006,0.1423,0.144817440823824,,,,NA,NA,NA,NA
BG11622,18):,0,1,0.280836999999792,0.4536,0.315708828998341,,,,NA,NA,NA,NA
BG11627,18):,0,1,0.607989000000089,0.2702,0.224743375547379,,,,NA,NA,NA,NA
BG11635,18):,0,1,0.042109999999866,0.7717,0.448880464246487,,,,NA,NA,NA,NA
BG11636,18):,0,1,0.00558099999943806,0.9159,0.495179857444481,,,,NA,NA,NA,NA
BG11638,18):,0,1,1.04203599999983,0.1488,0.149175989314364,,,,NA,NA,NA,NA
BG11639,18):,0,1,5.74452799999972,7e-04,0.00261647120511885,C,S,CS,0.294243000000279,0.443,0.406491331916157,NA
BG11641,18):,0,1,0.227753000000121,0.4997,0.339703577204483,,S,S,2.20482400000037,0.0357,0.0849527729356618,NA
BG11642,18):,0,1,1.40853800000059,0.0933,0.105402227283820,,S,S,1.05608699999993,0.1461,0.209290189839866,NA
BG11643,18):,0,1,0.514335000000074,0.3105,0.244493996077807,,,,NA,NA,NA,NA
BG11644,18):,0,1,0.108940000000075,0.6407,0.399136452647535,,,,NA,NA,NA,NA
BG11645,18):,0,1,0.000183999999535445,0.9847,0.512076949489228,,,,NA,NA,NA,NA
BG11646,18):,0,1,1.25051499999972,0.1138,0.122832229562233,,S,S,0.187944999999672,0.5398,0.440304260917712,NA
BG11647,18):,0,1,0.404462999999851,0.3684,0.278844811961530,,,,NA,NA,NA,NA
BG11649,18):,0,1,0.531308999999965,0.3026,0.239832756619993,,,,NA,NA,NA,NA
BG11654,18):,0,1,1.56890500000009,0.0765,0.0924605863844822,,S,S,3.01737200000025,0.014,0.0474246160332876,CS2
BG11655,18):,0,1,3.33551600000101,0.0098,0.0210431088411686,C,,C,4.49246099999982,0.0027,0.0170410610090457,CS2
BG11659,18):,0,1,0.490099999999984,0.3221,0.250372255230777,,,,NA,NA,NA,NA
BG11660,18):,0,1,9.11008200000015,0,0,C,S,CS,0.389871999999741,0.3772,0.374514295384056,NA
BG11661,18):,0,1,0.543407999999545,0.2972,0.236481451530194,,,,NA,NA,NA,NA
BG11664,18):,0,1,0.131524999999783,0.608,0.38631681579881,,,,NA,NA,NA,NA
BG11665,18):,0,1,0.311904999999570,0.4296,0.305748084868586,,,,NA,NA,NA,NA
BG11666,18):,0,1,0.0346670000001268,0.7923,0.455178750341743,,,,NA,NA,NA,NA
BG11667,18):,0,1,1.19971600000008,0.1214,0.128502591782292,,,,NA,NA,NA,NA
BG11668,18):,0,1,0.733216999999968,0.2259,0.200863975096053,,,,NA,NA,NA,NA
BG11670,18):,0,1,1.46261099999992,0.0872,0.100766954285690,,,,NA,NA,NA,NA
BG11671,18):,0,1,0.333075000000463,0.4144,0.302107292050969,,,,NA,NA,NA,NA
BG11672,18):,0,1,3.10920900000019,0.0126,0.0249334314840737,C,,C,0.416449999999713,0.3614,0.36770236747263,NA
BG11674,18):,0,1,0.0864179999998669,0.6776,0.416552841118698,,,,NA,NA,NA,NA
BG11675,18):,0,1,1.04224999999997,0.1488,0.149175989314364,,,,NA,NA,NA,NA
BG11676,18):,0,1,0.624175999999807,0.2639,0.22163434449574,,,,NA,NA,NA,NA
BG11677,18):,0,1,0.00872499999968568,0.8949,0.489722041257006,,,,NA,NA,NA,NA
BG11678,18):,0,1,20.1700230000006,0,0,C,S,CS,0.925075999999535,0.1738,0.234944283252769,NA
BG11681,18):,0,1,0.195921999999882,0.5313,0.350835405058892,,,,NA,NA,NA,NA
BG11685,18):,0,1,4.14488900000015,0.004,0.0103508750971735,C,,C,-2.72270599999956,1,0.584046995483837,NA
BG11689,18):,0,1,0.094365999999809,0.664,0.409022779526558,,,,NA,NA,NA,NA
BG11690,18):,0,1,0.554598999999826,0.2923,0.234902402528527,,,,NA,NA,NA,NA
BG11691,18):,0,1,0.828089999999975,0.1981,0.182857833643108,,,,NA,NA,NA,NA
BG11692,18):,0,1,6.4076,3e-04,0.00130689106442730,C,S,CS,0.00677999999993517,0.9073,0.566688890733677,NA
BG11696,18):,0,1,6.37046800000007,4e-04,0.00167041708464731,C,S,CS,0.146242999999686,0.5886,0.452864433447011,NA
BG11698,18):,0,1,0.0245169999998325,0.8248,0.467201126415994,,,,NA,NA,NA,NA
BG11699,18):,0,1,9.64754100000027,0,0,C,S,CS,2.64332099999956,0.0215,0.0644854805065722,NA
BG11700,18):,0,1,0.734069999999974,0.2256,0.200863975096053,,,,NA,NA,NA,NA
BG11701,18):,0,1,1.77062800000022,0.0599,0.0768453791774585,,S,S,0.666866999999911,0.2481,0.285746861490853,NA
BG11702,18):,0,1,0.603269000000182,0.272,0.225930211997564,,,,NA,NA,NA,NA
BG11703,18):,0,1,1.56192900000042,0.0772,0.0927436363079254,,S,S,1.64320800000041,0.0699,0.122328820188028,NA
BG11704,18):,0,1,1.09969899999987,0.1381,0.141974817111715,,,,NA,NA,NA,NA
BG11705,18):,0,1,0.878147000000354,0.1851,0.174041767637389,,S,S,1.35135599999921,0.1002,0.158522548962131,NA
BG11706,18):,0,1,0.87044300000025,0.187,0.175012980101282,,,,NA,NA,NA,NA
BG11708,18):,0,1,0.0145260000008420,0.8647,0.482134898017279,,,,NA,NA,NA,NA
BG11710,18):,0,1,0.0211599999997816,0.837,0.470646217562552,,,,NA,NA,NA,NA
BG11711,18):,0,1,1.42772200000036,0.0911,0.103804490260225,,,,NA,NA,NA,NA
BG11712,18):,0,1,4.66291000000001,0.0023,0.00660052248495114,C,S,CS,5.3808140000001,0.001,0.0102833988847690,CS2
BG11714,18):,0,1,5.11025199999949,0.0014,0.00441529515863806,C,S,CS,0.548115000000507,0.2951,0.315872372881298,NA
BG11719,18):,0,1,5.16425700000036,0.0013,0.00418714920819172,C,S,CS,0.410842999999659,0.3647,0.36975336637925,NA
BG11720,18):,0,1,0.833031999999548,0.1968,0.182772323341624,,,,NA,NA,NA,NA
BG11721,18):,0,1,0.567505000000892,0.2867,0.232713618748041,,,,NA,NA,NA,NA
BG11723,18):,0,1,0.558170999999675,0.2907,0.234389433234058,,,,NA,NA,NA,NA
BG11725,18):,0,1,2.60794299999998,0.0224,0.0383157817156388,C,S,CS,4.43819499999972,0.0029,0.0170410610090457,CS2
BG11726,18):,0,1,0.932159000000183,0.1721,0.165941174915729,,,,NA,NA,NA,NA
BG11727,18):,0,1,3.38600699999915,0.0093,0.0201842064394883,C,S,CS,0.0244420000008176,0.825,0.532615502776152,NA
BG11728,18):,0,1,0.926914000000124,0.1733,0.166832574370270,,,,NA,NA,NA,NA
BG11729,18):,0,1,1.23845600000004,0.1155,0.123565857443157,,,,NA,NA,NA,NA
BG11730,18):,0,1,0.0203000000001339,0.8403,0.472007105874824,,,,NA,NA,NA,NA
BG11734,18):,0,1,1.24258800000007,0.1149,0.123565857443157,,S,S,0.067471000000296,0.7134,0.492597000966517,NA
BG11737,18):,0,1,4.26415899999938,0.0035,0.0092953582287117,C,S,CS,5.52512600000045,9e-04,0.0102833988847690,CS2
BG11740,18):,0,1,2.34685999999965,0.0303,0.0471656649190099,C,S,CS,4.45508599999994,0.0028,0.0170410610090457,CS2
BG11742,18):,0,1,1.26010099999985,0.1124,0.122186535410474,,S,S,0.224350999999842,0.503,0.423483596178615,NA
BG11756,18):,0,1,10.2549140000001,0,0,C,S,CS,0.553064000000631,0.2929,0.314687354230475,NA
BG11759,18):,0,1,5.57549500000005,8e-04,0.00288345806278404,C,S,CS,3.90365799999927,0.0052,0.0250173179426183,CS2
BG11761,18):,0,1,0.00795599999946717,0.8996,0.490748976026045,,,,NA,NA,NA,NA
BG11762,18):,0,1,0.677139999999781,0.2445,0.211501648905209,,,,NA,NA,NA,NA
BG11766,18):,0,1,0.00520300000016505,0.9187,0.495684063544067,,,,NA,NA,NA,NA
BG11772,18):,0,1,4.50933199999963,0.0027,0.00749963633760803,C,S,CS,0.086956999999984,0.6767,0.48062478787641,NA
BG11790,18):,0,1,0.3463980000015,0.4052,0.296685868776807,,,,NA,NA,NA,NA
BG11792,18):,0,1,0.82907300000079,0.1979,0.182857833643108,,,,NA,NA,NA,NA
BG11793,18):,0,1,0.441591000000244,0.3473,0.263863546917225,,,,NA,NA,NA,NA
BG11802,18):,0,1,0.880701999999928,0.1844,0.174041767637389,,,,NA,NA,NA,NA
BG11803,18):,0,1,0.148615000000063,0.5856,0.376094052331122,,,,NA,NA,NA,NA
BG11804,18):,0,1,0.0427720000006957,0.7699,0.448264053973904,,,,NA,NA,NA,NA
BG11811,18):,0,1,0.000137999999424210,0.9867,0.512076949489228,,,,NA,NA,NA,NA
BG11813,18):,0,1,2.99179000000004,0.0144,0.0276811974027268,C,S,CS,0.625326999999743,0.2634,0.296751788282489,NA
BG11814,18):,0,1,8.91949399999976,0,0,C,S,CS,0.138415000000350,0.5988,0.457505431755728,NA
BG11815,18):,0,1,0.752854999999727,0.2198,0.197469817896121,,,,NA,NA,NA,NA
BG11816,18):,0,1,1.38248299999987,0.0963,0.107785900931020,,,,NA,NA,NA,NA
BG11817,18):,0,1,0.392095000000154,0.3759,0.282053650580061,,,,NA,NA,NA,NA
BG11818,18):,0,1,2.81266899999991,0.0177,0.0321856264845894,C,,C,2.45349500000066,0.0267,0.0698897182386663,NA
BG11821,18):,0,1,0.552575000000161,0.2931,0.235072486387312,,,,NA,NA,NA,NA
BG11823,18):,0,1,0.147185999999692,0.5874,0.376515546153756,,,,NA,NA,NA,NA
BG11827,18):,0,1,5.40267099999983,0.001,0.00348003559301522,C,S,CS,0.426950000000033,0.3555,0.365196064593903,NA
BG11835,18):,0,1,0.197405999999773,0.5298,0.350835405058892,,S,S,1.79928199999995,0.0578,0.106683671507116,NA
BG11836,18):,0,1,0.0136440000005678,0.8688,0.48220087684585,,,,NA,NA,NA,NA
BG11837,18):,0,1,2.25476199999957,0.0337,0.0511903689500239,,,,NA,NA,NA,NA
BG11841,18):,0,1,1.6234000000004,0.0716,0.0884809702694302,,S,S,0.357420999999704,0.3978,0.383175263060161,NA
BG11843,18):,0,1,0.957296999999926,0.1665,0.161830033973104,,,,NA,NA,NA,NA
BG11845,18):,0,1,0.389944000000014,0.3772,0.282678811966893,,,,NA,NA,NA,NA
BG11849,18):,0,1,0.615229999999428,0.2673,0.223251243363112,,,,NA,NA,NA,NA
BG11850,18):,0,1,4.70275199999924,0.0022,0.00634360773812489,C,S,CS,0.908387999999832,0.1777,0.237981765074682,NA
BG11856,18):,0,1,0.0626219999994646,0.7234,0.433202533464116,,,,NA,NA,NA,NA
BG11906,18):,0,1,1.60290999999961,0.0734,0.0896714845440445,,S,S,0.958400999999867,0.1662,0.226800118721142,NA
BG11917,18):,0,1,1.84952799999974,0.0544,0.0723969778225162,,,,NA,NA,NA,NA
BG11920,18):,0,1,2.53537800000004,0.0243,0.0408730180399637,C,,C,0.389969999999948,0.3772,0.374514295384056,NA
BG11927,18):,0,1,0.879302999999709,0.1848,0.174041767637389,,,,NA,NA,NA,NA
BG11928,18):,0,1,0.895932999999786,0.1807,0.172584515943953,,,,NA,NA,NA,NA
BG11938,18):,0,1,0.305877999999211,0.4341,0.307437333873048,,,,NA,NA,NA,NA
BG11939,18):,0,1,3.04762599999958,0.0136,0.0264796020170779,C,,C,0.224350000000413,0.503,0.423483596178615,NA
BG11941,18):,0,1,26.4326199999996,0,0,C,S,CS,0.357271000000765,0.3979,0.383175263060161,NA
BG11943,18):,0,1,0.306400999999823,0.4337,0.307437333873048,,,,NA,NA,NA,NA
BG11945,18):,0,1,2.38153100000090,0.0291,0.0457683434329176,C,,C,0.333999000000404,0.4138,0.391591829532003,NA
BG11946,18):,0,1,16.7385410000006,0,0,C,S,CS,9.79721699999936,0,0,CS2
BG11948,18):,0,1,4.00662000000011,0.0046,0.0114626357557588,C,S,CS,0.000457000000096741,0.9759,0.584046995483837,NA
BG11949,18):,0,1,5.39328500000011,0.001,0.00348003559301522,C,S,CS,1.95086199999969,0.0482,0.098141282877739,NA
BG11954,18):,0,1,1.23914299999979,0.1154,0.123565857443157,,,,NA,NA,NA,NA
BG11955,18):,0,1,1.95318599999973,0.0481,0.0657350507015767,,,,NA,NA,NA,NA
BG11958,18):,0,1,0.0658540000003995,0.7167,0.430536331999442,,,,NA,NA,NA,NA
BG11963,18):,0,1,3.23613900000055,0.011,0.0225789427967157,C,S,CS,5.79874999999993,7e-04,0.00876324426702053,CS2
BG11964,18):,0,1,13.6505250000000,0,0,C,S,CS,0.101217999999790,0.6528,0.473461154094109,NA
BG11973,18):,0,1,2.10545900000034,0.0402,0.0582348157081886,,S,S,1.88942499999985,0.0519,0.102355036022920,NA
BG11978,18):,0,1,0.261050999999497,0.4699,0.325184866488533,,,,NA,NA,NA,NA
BG11979,18):,0,1,2.44051299999956,0.0272,0.0436878314446218,C,S,CS,1.27368800000113,0.1105,0.170143508820723,NA
BG11989,18):,0,1,1.14176300000054,0.1308,0.136738445001421,,,,NA,NA,NA,NA
BG11990,18):,0,1,8.42531000000054,0,0,C,S,CS,0.185061999999562,0.5429,0.440338036977888,NA
BG11992,18):,0,1,0.488631999999598,0.3229,0.250672317665799,,,,NA,NA,NA,NA
BG12004,18):,0,1,0.00422600000001694,0.9267,0.496585064800189,,,,NA,NA,NA,NA
BG12021,18):,0,1,0.178763999999319,0.5499,0.360563324123586,,,,NA,NA,NA,NA
BG12035,18):,0,1,0.396249999999782,0.3733,0.280450282773982,,,,NA,NA,NA,NA
BG12036,18):,0,1,0.191741000000548,0.5357,0.35335553560895,,,,NA,NA,NA,NA
BG12037,18):,0,1,0.441724000000249,0.3473,0.263863546917225,,,,NA,NA,NA,NA
BG12043,18):,0,1,0.677322999999888,0.2445,0.211501648905209,,,,NA,NA,NA,NA
BG12044,18):,0,1,1.39387700000043,0.095,0.106923770172010,,S,S,1.61858699999902,0.072,0.124887543082496,NA
BG12046,18):,0,1,0.85992400000032,0.1897,0.176635060039577,,,,NA,NA,NA,NA
BG12056,18):,0,1,0.113385000000108,0.6339,0.396532080433624,,,,NA,NA,NA,NA
BG12084,18):,0,1,7.69640599999912,1e-04,0.000513157790834448,C,S,CS,1.83809900000051,0.0552,0.103207930625318,NA
BG12085,18):,0,1,4.51942400000007,0.0026,0.00735686029102843,C,,C,4.31104899999991,0.0033,0.0182728087875510,CS2
BG12086,18):,0,1,0.98602099999971,0.1602,0.157476130110683,,,,NA,NA,NA,NA
BG12088,18):,0,1,4.00473799999963,0.0047,0.0116162167672157,C,S,CS,0.037611000000652,0.7839,0.517034269955212,NA
BG12090,18):,0,1,0.000213999999687076,0.9835,0.512076949489228,,,,NA,NA,NA,NA
BG12092,18):,0,1,2.14982499999996,0.0381,0.0559964756318813,,,,NA,NA,NA,NA
BG12096,18):,0,1,3.78545599999961,0.0059,0.0138473044177885,C,,C,1.54055599999992,0.0792,0.134937664892685,NA
BG12098,18):,0,1,0.00501299999996263,0.9202,0.495684063544067,,,,NA,NA,NA,NA
BG12180,18):,0,1,4.94539199999963,0.0017,0.0050960125169005,C,S,CS,0.0830040000000736,0.6837,0.482503124731528,NA
BG12199,18):,0,1,1.20152700000017,0.1211,0.128502591782292,,S,S,0.072877999999946,0.7026,0.48914203912663,NA
BG12200,18):,0,1,5.83675000000039,6e-04,0.00232894689686403,C,S,CS,0.169611999999688,0.5603,0.444209023387331,NA
BG12201,18):,0,1,1.44661200000019,0.089,0.102606241084230,,,,NA,NA,NA,NA
BG12202,18):,0,1,1.10081799999989,0.1379,0.141974817111715,,,,NA,NA,NA,NA
BG12203,18):,0,1,1.79217299999982,0.0583,0.0759186603498172,,,,NA,NA,NA,NA
BG12204,18):,0,1,4.20594700000038,0.0037,0.00974107354253565,C,S,CS,2.53573800000004,0.0243,0.0672771596268925,NA
BG12205,18):,0,1,1.06849199999988,0.1438,0.146098433858981,,S,S,1.90706399999999,0.0508,0.100876597059968,NA
BG12209,18):,0,1,14.841496,0,0,C,S,CS,0.71687699999984,0.2312,0.272830373034592,NA
BG12213,18):,0,1,39.4150630000004,0,0,C,S,CS,0.000129000000015367,0.9872,0.584046995483837,NA
BG12223,18):,0,1,0.580371999999898,0.2813,0.229871144592229,,,,NA,NA,NA,NA
BG12224,18):,0,1,19.7401719999998,0,0,C,S,CS,0.116643000001204,0.6291,0.464057949673078,NA
BG12225,18):,0,1,2.85486599999967,0.0169,0.0309165941535364,C,,C,3.88879700000052,0.0053,0.0250173179426183,CS2
BG12236,18):,0,1,2.97577799999999,0.0147,0.0279035581185402,C,S,CS,2.67858400000023,0.0206,0.0624364681761553,NA
BG12239,18):,0,1,0.829023000000234,0.1979,0.182857833643108,,,,NA,NA,NA,NA
BG12240,18):,0,1,8.5348380000014,0,0,C,S,CS,8.4237720000001,0,0,CS2
BG12242,18):,0,1,1.12262000000010,0.134,0.139042915250105,,,,NA,NA,NA,NA
BG12245,18):,0,1,0.000649999999950523,0.9712,0.508390790025555,,,,NA,NA,NA,NA
BG12247,18):,0,1,0.231922000000168,0.4958,0.338466613958228,,,,NA,NA,NA,NA
BG12253,18):,0,1,0.643376999999418,0.2566,0.218842283339691,,,,NA,NA,NA,NA
BG12264,18):,0,1,8.91256599999997,0,0,C,S,CS,0.000850000000355067,0.9671,0.584046995483837,NA
BG12310,18):,0,1,38.1778880000002,0,0,C,S,CS,0.0777870000001712,0.6933,0.486891347587047,NA
BG12318,18):,0,1,0.119785999999976,0.6245,0.393907403795638,,,,NA,NA,NA,NA
BG12319,18):,0,1,11.2990380000010,0,0,C,S,CS,0.348774999998568,0.4036,0.386177500444767,NA
BG12321,18):,0,1,6.63504600000033,3e-04,0.00130689106442730,C,S,CS,0.322186000000329,0.4221,0.397181159278783,NA
BG12323,18):,0,1,9.43579800000043,0,0,C,S,CS,0.251895999999761,0.4778,0.416895223151495,NA
BG12326,18):,0,1,8.99470099999962,0,0,C,S,CS,0.281217000000197,0.4533,0.410397595242524,NA
BG12327,18):,0,1,8.76426899999933,0,0,C,S,CS,8.06769200000053,1e-04,0.00239945973977943,CS2
BG12328,18):,0,1,1.33027299999958,0.1029,0.113192736657021,,S,S,1.75577900000098,0.0609,0.110827876282642,NA
BG12329,18):,0,1,1.37923899999987,0.0967,0.108033916754530,,,,NA,NA,NA,NA
BG12330,18):,0,1,0.102377000000160,0.6509,0.403415556953826,,,,NA,NA,NA,NA
BG12331,18):,0,1,0.5044110000008,0.3152,0.246273362699098,,,,NA,NA,NA,NA
BG12333,18):,0,1,0.680736000000252,0.2433,0.211501648905209,,,,NA,NA,NA,NA
BG12334,18):,0,1,0.0049010000002454,0.9211,0.495684063544067,,,,NA,NA,NA,NA
BG12338,18):,0,1,14.3123589999996,0,0,C,S,CS,0.294431000000259,0.4429,0.406491331916157,NA
BG12347,18):,0,1,1.66422400000010,0.0681,0.0846741966239724,,,,NA,NA,NA,NA
BG12348,18):,0,1,11.6670460000005,0,0,C,S,CS,0.293015000000196,0.444,0.406491331916157,NA
BG12355,18):,0,1,0.619335000001229,0.2657,0.222696285985889,,,,NA,NA,NA,NA
BG12360,18):,0,1,0.346693999999843,0.405,0.296685868776807,,,,NA,NA,NA,NA
BG12366,18):,0,1,0.0596729999997478,0.7297,0.435322623809692,,,,NA,NA,NA,NA
BG12368,18):,0,1,2.96750199999997,0.0148,0.02800558643479,C,S,CS,0.260009000000082,0.4708,0.415827844964965,NA
BG12390,18):,0,1,0.60983699999997,0.2694,0.224386184929772,,,,NA,NA,NA,NA
BG12391,18):,0,1,2.73030599999947,0.0194,0.0345506121993593,C,S,CS,0.112865000000056,0.6347,0.464057949673078,NA
BG12396,18):,0,1,6.44909199999893,3e-04,0.00130689106442730,C,,C,0.501958000000741,0.3164,0.334936350735093,NA
BG12398,18):,0,1,0.92528399999992,0.1737,0.166952221835196,,,,NA,NA,NA,NA
BG12399,18):,0,1,2.36543600000005,0.0296,0.0463141481092134,C,S,CS,0.717889999999898,0.2308,0.272830373034592,NA
BG12400,18):,0,1,2.93597599999976,0.0154,0.0286926257693649,C,S,CS,0.0504229999996824,0.7508,0.505097487652261,NA
BG12402,18):,0,1,1.93689300000005,0.049,0.0665264203274613,,,,NA,NA,NA,NA
BG12403,18):,0,1,1.96255700000006,0.0476,0.0656561430423445,,,,NA,NA,NA,NA
BG12409,18):,0,1,0.000216000000364147,0.9834,0.512076949489228,,,,NA,NA,NA,NA
BG12413,18):,0,1,0.0610569999998916,0.7268,0.434020155036097,,,,NA,NA,NA,NA
BG12428,18):,0,1,8.208306,1e-04,0.000513157790834448,C,S,CS,0.0704340000002048,0.7074,0.489628217284606,NA
BG12434,18):,0,1,5.68554800000038,7e-04,0.00261647120511885,C,S,CS,0.848035999999865,0.1928,0.242491487788839,NA
BG12447,18):,0,1,0.598023000000012,0.2741,0.226597318950271,,,,NA,NA,NA,NA
BG12448,18):,0,1,8.13936400000057,1e-04,0.000513157790834448,C,S,CS,2.91731799999980,0.0157,0.0519607143648787,NA
