bg,NA.2,NA.3,deltalnL,p,q,sig,sigS1,sig2,summary,delCS2,pCS2,qCS2
BG11316,18):,0,9.61003399999936,0,0,C,,2,C2,0.368158000000221,0.3908,0.322916469321288
BG11319,18):,0,2.41157399999975,0.0281,0.0442838347540164,C,,2,C2,0.151135000000068,0.5825,0.393456371716949
BG11320,18):,0,4.97222599999986,0.0016,0.00487262738853466,C,S,2,CS2,2.61145800000031,0.0223,0.0554366917212201
BG11322,18):,0,2.4047759999994,0.0283,0.044392066170545,C,S,2,CS2,0.98378800000046,0.1607,0.188470116822148
BG11323,18):,0,5.77112099999977,7e-04,0.00257203225604037,C,S,2,CS2,0.871196000000054,0.1868,0.206369388591935
BG11325,18):,0,1.35666300000003,0.0995,0.109738444520128,,,NA,2,NA,NA,NA
BG11326,18):,0,1.99973799999998,0.0455,0.063295279387331,,,NA,,NA,NA,NA
BG11327,18):,0,0.168835000000399,0.5612,0.361646543862505,,,NA,,NA,NA,NA
BG11330,18):,0,1.72260999999980,0.0634,0.0793764536668374,,,NA,2,NA,NA,NA
BG11331,18):,0,1.19123600000057,0.1227,0.128214303020915,,,NA,,NA,NA,NA
BG11332,18):,0,1.61342599999989,0.0724,0.0880359324308001,,S,cs2,S2,3.6558729999997,0.0069,0.0257295856194901
BG11337,18):,0,3.22731400000066,0.0111,0.0222684132248277,C,S,2,CS2,2.52141699999993,0.0247,0.058407705496064
BG11341,18):,0,0.205434999999852,0.5215,0.344647293898352,,,NA,2,NA,NA,NA
BG11347,18):,0,3.45337400000017,0.0086,0.0185167599725127,C,S,2,CS2,1.51796999999988,0.0814,0.119574209497340
BG11349,18):,0,0.121348000000125,0.6223,0.388478991979741,,,NA,2,NA,NA,NA
BG11350,18):,0,1.36924499999986,0.098,0.108260704110457,,,NA,2,NA,NA,NA
BG11356,18):,0,3.83725200000026,0.0056,0.0132843209855840,C,S,2,CS2,0.77174500000001,0.2141,0.221236353684699
BG11365,18):,0,0.249245999999857,0.4802,0.326611870710704,,,NA,2,NA,NA,NA
BG11366,18):,0,1.55248699999993,0.0781,0.0924287155986856,,,NA,2,NA,NA,NA
BG11373,18):,0,0.366448000000219,0.3919,0.286329935159110,,,NA,2,NA,NA,NA
BG11374,18):,0,4.90210800000023,0.0017,0.00510813771231383,C,,2,C2,1.10518499999944,0.1371,0.171143274676683
BG11375,18):,0,0.0211280000003171,0.8371,0.465414554842313,,,NA,,NA,NA,NA
BG11376,18):,0,0.409005000000434,0.3658,0.273571886004678,,,NA,,NA,NA,NA
BG11377,18):,0,1.9894919999997,0.0461,0.0638671147793819,,,NA,2,NA,NA,NA
BG11379,18):,0,0.0029739999999947,0.9385,0.492240738226838,,,NA,,NA,NA,NA
BG11383,18):,0,0.0232619999997041,0.8292,0.463691554997514,,,NA,,NA,NA,NA
BG11384,18):,0,1.66688599999998,0.0679,0.0837694009230083,,,NA,2,NA,NA,NA
BG11386,18):,0,0.118391999999858,0.6265,0.390379974124174,,,NA,,NA,NA,NA
BG11387,18):,0,0.117883999999322,0.6273,0.390512028238736,,,NA,2,NA,NA,NA
BG11388,18):,0,0.0182980000000725,0.8483,0.470095214467242,,,NA,,NA,NA,NA
BG11389,18):,0,0.0200830000003407,0.8412,0.466926120356244,,,NA,,NA,NA,NA
BG11390,18):,0,0.544229000000087,0.2968,0.234457525446102,,,NA,,NA,NA,NA
BG11391,18):,0,2.96212999999989,0.0149,0.0277508210671400,C,S,cs2,CS2,5.80105800000001,7e-04,0.00727140463159501
BG11395,18):,0,0.311096000000362,0.4302,0.302023205585131,,,NA,,NA,NA,NA
BG11403,18):,0,1.784681000001,0.0589,0.0757870870972393,,S,2,S2,2.06626900000083,0.0421,0.0832996285687483
BG11405,18):,0,0.75387099999989,0.2195,0.195518988814151,,,NA,,NA,NA,NA
BG11407,18):,0,4.93024799999876,0.0017,0.00510813771231383,C,,cs2,C2,3.80325400000038,0.0058,0.0227968361422979
BG11408,18):,0,1.29691500000035,0.1073,0.117004947551743,,S,2,S2,0.00132699999994657,0.9589,0.517537696198933
BG11409,18):,0,0.9120640000001,0.1768,0.168590158629258,,S,2,S2,0.348616999999876,0.4037,0.328903759078421
BG11410,18):,0,0.00911599999994905,0.8926,0.482735175018043,,,NA,,NA,NA,NA
BG11411,18):,0,0.222603000000163,0.5046,0.337570882851221,,,NA,,NA,NA,NA
BG11413,18):,0,0.00892800000019633,0.8937,0.482735175018043,,,NA,2,NA,NA,NA
BG11415,18):,0,14.4962409999998,0,0,C,S,2,CS2,2.39651300000060,0.0286,0.0639883607580361
BG11416,18):,0,7.00774099999944,2e-04,0.000883760849881286,C,S,2,CS2,0.624753000000055,0.2636,0.254403485729094
BG11417,18):,0,2.05318799999986,0.0427,0.0601426875870774,,,NA,2,NA,NA,NA
BG11418,18):,0,0.87205400000039,0.1866,0.174248587789646,,,NA,2,NA,NA,NA
BG11421,18):,0,0.658847000000151,0.251,0.213185099987381,,S,cs2,S2,3.27367700000013,0.0105,0.0331955428833685
BG11422,18):,0,1.54152699999986,0.0791,0.0933293100656045,,,NA,,NA,NA,NA
BG11423,18):,0,0.773672999999917,0.2135,0.192200333167757,,,NA,2,NA,NA,NA
BG11424,18):,0,17.2084410000007,0,0,C,S,2,CS2,1.75220300000001,0.0612,0.0972699373669104
BG11430,18):,0,0.0330149999999776,0.7972,0.450962579951756,,,NA,2,NA,NA,NA
BG11434,18):,0,0.00577900000007503,0.9144,0.487916489432704,,,NA,,NA,NA,NA
BG11435,18):,0,4.11067400000047,0.0041,0.0103817075118077,C,S,2,CS2,0.0923039999997854,0.6674,0.414780807788591
BG11436,18):,0,15.8067819999997,0,0,C,S,2,CS2,2.15780100000029,0.0378,0.0763497486317476
BG11439,18):,0,6.83602399999927,2e-04,0.000883760849881286,C,S,2,CS2,0.287755000000288,0.4481,0.349417309964367
BG11441,18):,0,9.1593299999995,0,0,C,S,2,CS2,0.152936000000409,0.5802,0.393367735874259
BG11443,18):,0,2.31460500000048,0.0314,0.0473857575334785,C,S,2,CS2,0.759012999999868,0.2179,0.223570088884111
BG11444,18):,0,6.85840599999983,2e-04,0.000883760849881286,C,S,2,CS2,1.64372300000014,0.0698,0.106748788413573
BG11446,18):,0,2.78667399999995,0.0182,0.0323805324023609,C,,2,C2,0.087503000000197,0.6757,0.418499441089761
BG11450,18):,0,1.17886099999987,0.1247,0.129902631979738,,S,2,S2,1.36390600000004,0.0986,0.136784724862268
BG11453,18):,0,9.80001700000003,0,0,C,S,2,CS2,0.858352000000195,0.1901,0.206369388591935
BG11454,18):,0,0.426987999999938,0.3554,0.266088353960768,,,NA,,NA,NA,NA
BG11455,18):,0,1.06169199999931,0.1451,0.146197883722947,,,NA,,NA,NA,NA
BG11457,18):,0,3.2047849999999,0.0114,0.0226684657994550,C,S,2,CS2,0.8491729999987,0.1925,0.206369388591935
BG11458,18):,0,8.06820200000038,1e-04,0.000512179583453927,C,S,2,CS2,0.278561999999511,0.4554,0.351881979041961
BG11459,18):,0,0.0107299999999668,0.8835,0.481284384824395,,,NA,,NA,NA,NA
BG11460,18):,0,9.9428210000001,0,0,C,S,2,CS2,0.0337539999995897,0.795,0.456248371085406
BG11461,18):,0,0.0335279999999329,0.7957,0.450962579951756,,,NA,,NA,NA,NA
BG11462,18):,0,2.01140200000009,0.0449,0.062718718082949,,,NA,2,NA,NA,NA
BG11474,18):,0,8.26993799999991,0,0,C,S,2,CS2,1.23862299999973,0.1155,0.152109923914988
BG11492,18):,0,0.962312999999995,0.1653,0.160568299412806,,S,cs2,S2,7.01893500000006,2e-04,0.00415508836091144
BG11493,18):,0,0.000793000000157917,0.9682,0.502362087462871,,,NA,,NA,NA,NA
BG11494,18):,0,1.08369800000037,0.141,0.143348667778113,,S,2,S2,0.910874000000149,0.1771,0.200330015974331
BG11495,18):,0,1.94186499999978,0.0488,0.0657222311708529,,,NA,2,NA,NA,NA
BG11496,18):,0,1.19315599999936,0.1224,0.128098809503845,,,NA,,NA,NA,NA
BG11497,18):,0,0.0134750000001986,0.8696,0.476431606822063,,,NA,,NA,NA,NA
BG11498,18):,0,1.15764500000023,0.1281,0.133239184808294,,S,2,S2,0.213668000000325,0.5133,0.372310423680571
BG11499,18):,0,0.00568599999996877,0.9151,0.487916489432704,,,NA,,NA,NA,NA
BG11500,18):,0,11.8667489999998,0,0,C,S,2,CS2,0.000348999999914668,0.9789,0.517537696198933
BG11501,18):,0,0.517880000000105,0.3088,0.240244641069224,,,NA,,NA,NA,NA
BG11502,18):,0,4.42210399999976,0.0029,0.00790573969944206,C,S,2,CS2,0.129712000000382,0.6105,0.39886989164812
BG11503,18):,0,0.214057000000139,0.5129,0.341299132900241,,,NA,,NA,NA,NA
BG11509,18):,0,2.9883549999995,0.0145,0.0273067332236996,C,S,2,CS2,1.85898400000042,0.0538,0.0907076916754904
BG11510,18):,0,2.47085099999913,0.0262,0.042376121325767,C,S,2,CS2,0.00613000000066677,0.9118,0.49756598447192
BG11511,18):,0,0.452820000000429,0.3413,0.257391652875542,,,NA,,NA,NA,NA
BG11514,18):,0,0.212165999999797,0.5148,0.342226613000932,,,NA,,NA,NA,NA
BG11516,18):,0,0.368742999999995,0.3905,0.286162050126901,,,NA,2,NA,NA,NA
BG11517,18):,0,2.22659800000110,0.0348,0.05114669857726,,,NA,2,NA,NA,NA
BG11518,18):,0,4.31129899999996,0.0033,0.00881839630642413,C,,2,C2,0.000278000000434986,0.9812,0.517537696198933
BG11519,18):,0,2.23757300000034,0.0344,0.0507795863001657,,S,2,S2,0.209411000000728,0.5175,0.373493984799049
BG11520,18):,0,10.2145670000000,0,0,C,S,2,CS2,0.481620999999905,0.3264,0.291745653720265
BG11522,18):,0,5.13448400000016,0.0014,0.00440236218708305,C,,cs2,C2,6.51698399999987,3e-04,0.00513275621053766
BG11525,18):,0,2.27862999999979,0.0328,0.0492785049893805,C,S,cs2,CS2,7.84382000000005,1e-04,0.00223735527126000
BG11530,18):,0,0.238163999999870,0.4901,0.33234238945137,,,NA,,NA,NA,NA
BG11532,18):,0,0.350062999999864,0.4027,0.291494890898397,,,NA,2,NA,NA,NA
BG11533,18):,0,16.7608680000012,0,0,C,S,2,CS2,0.478452999999718,0.328,0.291745653720265
BG11534,18):,0,0.03974400000061,0.778,0.44685364283017,,,NA,,NA,NA,NA
BG11535,18):,0,0.0141530000000785,0.8664,0.476379352131629,,,NA,,NA,NA,NA
BG11536,18):,0,0.116328000000067,0.6296,0.390512028238736,,,NA,2,NA,NA,NA
BG11537,18):,0,1.35034100000030,0.1003,0.110440599561834,,,NA,,NA,NA,NA
BG11538,18):,0,1.25879200000054,0.1126,0.121607469405629,,,NA,,NA,NA,NA
BG11539,18):,0,1.61929500000042,0.0719,0.0875854773089104,,,NA,2,NA,NA,NA
BG11562,18):,0,2.39505500000087,0.0286,0.0447588047096126,C,,cs2,C2,3.87497799999983,0.0054,0.0221214563440074
BG11567,18):,0,2.80523999999969,0.0179,0.0320152888831994,C,S,2,CS2,0.0787950000012643,0.6914,0.424257313272978
BG11569,18):,0,0.671631000000161,0.2465,0.210953155524353,,,NA,,NA,NA,NA
BG11570,18):,0,2.27649899999960,0.0329,0.0493191462311245,C,,2,C2,0.909655000000384,0.1774,0.200330015974331
BG11572,18):,0,2.26375099999996,0.0334,0.0499579059188423,C,,2,C2,0.967115999999805,0.1643,0.191150684955370
BG11577,18):,0,0.00584500000013577,0.9139,0.487916489432704,,,NA,,NA,NA,NA
BG11579,18):,0,1.76596100000097,0.0602,0.0762169258793686,,,NA,2,NA,NA,NA
BG11586,18):,0,0.550525999999991,0.294,0.233294193364789,,,NA,,NA,NA,NA
BG11597,18):,0,2.16335700000036,0.0375,0.0542888423575361,,,NA,2,NA,NA,NA
BG11604,18):,0,53.4935949999999,0,0,C,S,cs2,CS2,4.49200500000006,0.0027,0.0153360534048186
BG11605,18):,0,2.538544,0.0242,0.0403652882527473,C,S,2,CS2,0.88065000000006,0.1845,0.205605234410618
BG11608,18):,0,0.645470999999816,0.2559,0.216310936497315,,,NA,,NA,NA,NA
BG11609,18):,0,0.148548000000119,0.5857,0.372510186527031,,,NA,,NA,NA,NA
BG11611,18):,0,3.7035850000002,0.0065,0.0147466470672305,C,S,2,CS2,0.375313999999889,0.3863,0.321437635600109
BG11612,18):,0,3.91060399999969,0.0052,0.0125110343801699,C,S,2,CS2,0.395935999999892,0.3735,0.317251804388897
BG11614,18):,0,0.963076999999885,0.1652,0.160568299412806,,,NA,2,NA,NA,NA
BG11615,18):,0,7.06577300000026,2e-04,0.000883760849881286,C,S,2,CS2,0.0471769999994649,0.7587,0.444904410805737
BG11616,18):,0,0.760607000000164,0.2174,0.193993084973117,,,NA,,NA,NA,NA
BG11620,18):,0,2.04186399999980,0.0433,0.060860990170255,,S,2,S2,0.998219999999947,0.1577,0.187453843482262
BG11621,18):,0,1.07648100000006,0.1423,0.144236528092431,,,NA,,NA,NA,NA
BG11622,18):,0,0.280836999999792,0.4536,0.312289765735444,,,NA,,NA,NA,NA
BG11627,18):,0,0.607989000000089,0.2702,0.222775632869526,,,NA,2,NA,NA,NA
BG11635,18):,0,0.042109999999866,0.7717,0.44402439115561,,,NA,,NA,NA,NA
BG11636,18):,0,0.00558099999943806,0.9159,0.487958211379666,,,NA,,NA,NA,NA
BG11637,18):,0,0.20321899999999,0.5238,0.345155125607583,,,NA,2,NA,NA,NA
BG11638,18):,0,1.04203599999983,0.1488,0.148816960153382,,,NA,2,NA,NA,NA
BG11639,18):,0,5.74452799999972,7e-04,0.00257203225604037,C,S,2,CS2,0.294243000000279,0.443,0.347698240824764
BG11641,18):,0,0.227753000000121,0.4997,0.336424012721003,,S,2,S2,2.20482400000037,0.0357,0.0736423107370048
BG11642,18):,0,1.40853800000059,0.0933,0.10478071225889,,S,2,S2,1.05608699999993,0.1461,0.178546591037989
BG11643,18):,0,0.514335000000074,0.3105,0.241289567901640,,,NA,,NA,NA,NA
BG11644,18):,0,0.108940000000075,0.6407,0.394501426263196,,,NA,,NA,NA,NA
BG11645,18):,0,0.000183999999535445,0.9847,0.507006413983357,,,NA,2,NA,NA,NA
BG11646,18):,0,1.25051499999972,0.1138,0.122317278709245,,S,2,S2,0.187944999999672,0.5398,0.381078079624756
BG11647,18):,0,0.404462999999851,0.3684,0.275211917434965,,,NA,2,NA,NA,NA
BG11649,18):,0,0.531308999999965,0.3026,0.237332848466553,,,NA,2,NA,NA,NA
BG11654,18):,0,1.56890500000009,0.0765,0.0915396359950045,,S,cs2,S2,3.01737200000025,0.014,0.0411311777140728
BG11655,18):,0,3.33551600000101,0.0098,0.0205762580483230,C,,cs2,C2,4.49246099999982,0.0027,0.0153360534048186
BG11659,18):,0,0.490099999999984,0.3221,0.24689843294362,,,NA,,NA,NA,NA
BG11660,18):,0,9.11008200000015,0,0,C,S,2,CS2,0.389871999999741,0.3772,0.317251804388897
BG11661,18):,0,0.543407999999545,0.2972,0.234457525446102,,,NA,,NA,NA,NA
BG11664,18):,0,0.131524999999783,0.608,0.382376601392357,,,NA,2,NA,NA,NA
BG11665,18):,0,0.311904999999570,0.4296,0.302023205585131,,,NA,2,NA,NA,NA
BG11666,18):,0,0.0346670000001268,0.7923,0.450509543180085,,,NA,,NA,NA,NA
BG11667,18):,0,1.19971600000008,0.1214,0.127645029376866,,,NA,2,NA,NA,NA
BG11668,18):,0,0.733216999999968,0.2259,0.199120998215071,,,NA,,NA,NA,NA
BG11670,18):,0,1.46261099999992,0.0872,0.0999218962269166,,,NA,2,NA,NA,NA
BG11671,18):,0,0.333075000000463,0.4144,0.298193132974465,,,NA,,NA,NA,NA
BG11672,18):,0,3.10920900000019,0.0126,0.0245491954812845,C,,2,C2,0.416449999999713,0.3614,0.31284352784029
BG11674,18):,0,0.0864179999998669,0.6776,0.410734982085956,,,NA,,NA,NA,NA
BG11675,18):,0,1.04224999999997,0.1488,0.148816960153382,,,NA,2,NA,NA,NA
BG11676,18):,0,0.624175999999807,0.2639,0.219454776798288,,,NA,,NA,NA,NA
BG11677,18):,0,0.00872499999968568,0.8949,0.482735175018043,,,NA,2,NA,NA,NA
BG11678,18):,0,20.1700230000006,0,0,C,S,2,CS2,0.925075999999535,0.1738,0.198694695972369
BG11681,18):,0,0.195921999999882,0.5313,0.347388526837112,,,NA,,NA,NA,NA
BG11685,18):,0,4.14488900000015,0.004,0.0102435916690785,C,,NA,C,NA,NA,NA
BG11689,18):,0,0.094365999999809,0.664,0.403700684627426,,,NA,,NA,NA,NA
BG11690,18):,0,0.554598999999826,0.2923,0.232650043731248,,,NA,,NA,NA,NA
BG11691,18):,0,0.828089999999975,0.1981,0.181478135008854,,,NA,2,NA,NA,NA
BG11692,18):,0,6.4076,3e-04,0.00125977090091773,C,S,2,CS2,0.00677999999993517,0.9073,0.49756598447192
BG11696,18):,0,6.37046800000007,4e-04,0.00161934622792619,C,S,2,CS2,0.146242999999686,0.5886,0.393456371716949
BG11697,18):,0,7.91934799999945,1e-04,0.000512179583453927,C,S,cs2,CS2,2.90116399999988,0.016,0.0456244996492236
BG11698,18):,0,0.0245169999998325,0.8248,0.461995319777377,,,NA,,NA,NA,NA
BG11699,18):,0,9.64754100000027,0,0,C,S,2,CS2,2.64332099999956,0.0215,0.0551095929973517
BG11700,18):,0,0.734069999999974,0.2256,0.199116165164376,,,NA,2,NA,NA,NA
BG11701,18):,0,1.77062800000022,0.0599,0.0759793908152628,,S,2,S2,0.666866999999911,0.2481,0.244614981572708
BG11702,18):,0,0.603269000000182,0.272,0.223714060393306,,,NA,,NA,NA,NA
BG11703,18):,0,1.56192900000042,0.0772,0.091922756819889,,S,2,S2,1.64320800000041,0.0699,0.106748788413573
BG11704,18):,0,1.09969899999987,0.1381,0.141249985819944,,,NA,2,NA,NA,NA
BG11705,18):,0,0.878147000000354,0.1851,0.173326678648843,,S,2,S2,1.35135599999921,0.1002,0.136825304053675
BG11706,18):,0,0.87044300000025,0.187,0.17438125293761,,,NA,2,NA,NA,NA
BG11708,18):,0,0.0145260000008420,0.8647,0.476061746964695,,,NA,2,NA,NA,NA
BG11710,18):,0,0.0211599999997816,0.837,0.465414554842313,,,NA,,NA,NA,NA
BG11711,18):,0,1.42772200000036,0.0911,0.103107402967421,,,NA,2,NA,NA,NA
BG11712,18):,0,4.66291000000001,0.0023,0.0066452017750689,C,S,cs2,CS2,5.3808140000001,0.001,0.00855459368422943
BG11713,18):,0,0.582184000000098,0.2806,0.227194275778044,,,NA,,NA,NA,NA
BG11714,18):,0,5.11025199999949,0.0014,0.00440236218708305,C,S,2,CS2,0.548115000000507,0.2951,0.269910881356439
BG11719,18):,0,5.16425700000036,0.0013,0.00416540362657317,C,S,2,CS2,0.410842999999659,0.3647,0.314763355387858
BG11720,18):,0,0.833031999999548,0.1968,0.181269705001808,,,NA,,NA,NA,NA
BG11721,18):,0,0.567505000000892,0.2867,0.230477158478761,,,NA,2,NA,NA,NA
BG11723,18):,0,0.558170999999675,0.2907,0.232037306353335,,,NA,2,NA,NA,NA
BG11725,18):,0,2.60794299999998,0.0224,0.0377659000587674,C,S,cs2,CS2,4.43819499999972,0.0029,0.0153360534048186
BG11726,18):,0,0.932159000000183,0.1721,0.165039518201979,,,NA,2,NA,NA,NA
BG11727,18):,0,3.38600699999915,0.0093,0.0197720646744667,C,S,2,CS2,0.0244420000008176,0.825,0.466841153390341
BG11728,18):,0,0.926914000000124,0.1733,0.165954890641057,,,NA,2,NA,NA,NA
BG11729,18):,0,1.23845600000004,0.1155,0.122971494950214,,,NA,,NA,NA,NA
BG11730,18):,0,0.0203000000001339,0.8403,0.466809815323551,,,NA,,NA,NA,NA
BG11734,18):,0,1.24258800000007,0.1149,0.122971494950214,,S,2,S2,0.067471000000296,0.7134,0.430491291633185
BG11737,18):,0,4.26415899999938,0.0035,0.00920727500216787,C,S,cs2,CS2,5.52512600000045,9e-04,0.00855459368422943
BG11740,18):,0,2.34685999999965,0.0303,0.0465571241359619,C,S,cs2,CS2,4.45508599999994,0.0028,0.0153360534048186
BG11742,18):,0,1.26010099999985,0.1124,0.121585696700628,,S,2,S2,0.224350999999842,0.503,0.365751652969229
BG11756,18):,0,10.2549140000001,0,0,C,S,2,CS2,0.553064000000631,0.2929,0.269569549623043
BG11759,18):,0,5.57549500000005,8e-04,0.00284664021119656,C,S,cs2,CS2,3.90365799999927,0.0052,0.0221214563440074
BG11761,18):,0,0.00795599999946717,0.8996,0.483849573845029,,,NA,2,NA,NA,NA
BG11762,18):,0,0.677139999999781,0.2445,0.209506766494196,,,NA,2,NA,NA,NA
BG11766,18):,0,0.00520300000016505,0.9187,0.488912683691015,,,NA,,NA,NA,NA
BG11772,18):,0,4.50933199999963,0.0027,0.00751196722399093,C,S,2,CS2,0.086956999999984,0.6767,0.418499441089761
BG11790,18):,0,0.3463980000015,0.4052,0.292677799919339,,,NA,,NA,NA,NA
BG11792,18):,0,0.82907300000079,0.1979,0.181478135008854,,,NA,,NA,NA,NA
BG11793,18):,0,0.441591000000244,0.3473,0.260312150244218,,,NA,2,NA,NA,NA
BG11802,18):,0,0.880701999999928,0.1844,0.173326678648843,,,NA,2,NA,NA,NA
BG11803,18):,0,0.148615000000063,0.5856,0.372510186527031,,,NA,,NA,NA,NA
BG11804,18):,0,0.0427720000006957,0.7699,0.443366031445958,,,NA,,NA,NA,NA
BG11811,18):,0,0.000137999999424210,0.9867,0.507006413983357,,,NA,,NA,NA,NA
BG11813,18):,0,2.99179000000004,0.0144,0.0272703347963368,C,S,2,CS2,0.625326999999743,0.2634,0.254403485729094
BG11814,18):,0,8.91949399999976,0,0,C,S,2,CS2,0.138415000000350,0.5988,0.397173684276328
BG11815,18):,0,0.752854999999727,0.2198,0.195528599506564,,,NA,2,NA,NA,NA
BG11816,18):,0,1.38248299999987,0.0963,0.107082598569621,,,NA,2,NA,NA,NA
BG11817,18):,0,0.392095000000154,0.3759,0.278659389424163,,,NA,,NA,NA,NA
BG11818,18):,0,2.81266899999991,0.0177,0.0317415485087999,C,,2,C2,2.45349500000066,0.0267,0.0606707823948709
BG11821,18):,0,0.552575000000161,0.2931,0.232853329496659,,,NA,,NA,NA,NA
BG11823,18):,0,0.147185999999692,0.5874,0.37301678373102,,,NA,,NA,NA,NA
BG11825,18):,0,3.88405899999998,0.0053,0.012661513660225,C,S,2,CS2,1.06876699999998,0.1437,0.176354573090330
BG11827,18):,0,5.40267099999983,0.001,0.00344937270489379,C,S,2,CS2,0.426950000000033,0.3555,0.310362707868319
BG11835,18):,0,0.197405999999773,0.5298,0.347388526837112,,S,2,S2,1.79928199999995,0.0578,0.0933971528235982
BG11836,18):,0,0.0136440000005678,0.8688,0.476379352131629,,,NA,2,NA,NA,NA
BG11837,18):,0,2.25476199999957,0.0337,0.0502609912289393,,,NA,2,NA,NA,NA
BG11841,18):,0,1.6234000000004,0.0716,0.0875354734021655,,S,2,S2,0.357420999999704,0.3978,0.326004721454834
BG11843,18):,0,0.957296999999926,0.1665,0.161039812376973,,,NA,2,NA,NA,NA
BG11845,18):,0,0.389944000000014,0.3772,0.279316827294681,,,NA,,NA,NA,NA
BG11849,18):,0,0.615229999999428,0.2673,0.221193874550244,,,NA,2,NA,NA,NA
BG11850,18):,0,4.70275199999924,0.0022,0.00638356013025838,C,S,2,CS2,0.908387999999832,0.1777,0.200330015974331
BG11852,18):,0,1.23988300000019,0.1153,0.122971494950214,,,NA,2,NA,NA,NA
BG11856,18):,0,0.0626219999994646,0.7234,0.427493261410698,,,NA,,NA,NA,NA
BG11906,18):,0,1.60290999999961,0.0734,0.0888558408780641,,S,2,S2,0.958400999999867,0.1662,0.191826579328745
BG11917,18):,0,1.84952799999974,0.0544,0.07169316087458,,,NA,,NA,NA,NA
BG11920,18):,0,2.53537800000004,0.0243,0.0403652882527473,C,,2,C2,0.389969999999948,0.3772,0.317251804388897
BG11927,18):,0,0.879302999999709,0.1848,0.173326678648843,,,NA,2,NA,NA,NA
BG11928,18):,0,0.895932999999786,0.1807,0.171824364224704,,,NA,2,NA,NA,NA
BG11932,18):,0,0.0438480000002528,0.7671,0.442885316120504,,,NA,2,NA,NA,NA
BG11938,18):,0,0.305877999999211,0.4341,0.303814748937993,,,NA,,NA,NA,NA
BG11939,18):,0,3.04762599999958,0.0136,0.0261211587561503,C,,2,C2,0.224350000000413,0.503,0.365751652969229
BG11941,18):,0,26.4326199999996,0,0,C,S,2,CS2,0.357271000000765,0.3979,0.326004721454834
BG11943,18):,0,0.306400999999823,0.4337,0.303814748937993,,,NA,2,NA,NA,NA
BG11945,18):,0,2.38153100000090,0.0291,0.0451234911918171,C,,2,C2,0.333999000000404,0.4138,0.334202619521951
BG11946,18):,0,16.7385410000006,0,0,C,S,cs2,CS2,9.79721699999936,0,0
BG11948,18):,0,4.00662000000011,0.0046,0.0113917744715467,C,S,2,CS2,0.000457000000096741,0.9759,0.517537696198933
BG11949,18):,0,5.39328500000011,0.001,0.00344937270489379,C,S,2,CS2,1.95086199999969,0.0482,0.086364658691828
BG11953,18):,0,4.41868400000021,0.003,0.0081455066284239,C,S,2,CS2,2.26558699999987,0.0333,0.0706971603597413
BG11954,18):,0,1.23914299999979,0.1154,0.122971494950214,,,NA,,NA,NA,NA
BG11955,18):,0,1.95318599999973,0.0481,0.0651689501255646,,,NA,2,NA,NA,NA
BG11958,18):,0,0.0658540000003995,0.7167,0.424666452102618,,,NA,2,NA,NA,NA
BG11963,18):,0,3.23613900000055,0.011,0.0221334748564018,C,S,cs2,CS2,5.79874999999993,7e-04,0.00727140463159501
BG11964,18):,0,13.6505250000000,0,0,C,S,2,CS2,0.101217999999790,0.6528,0.410976012424695
BG11971,18):,0,0.0109359999999015,0.8824,0.481214197153625,,,NA,,NA,NA,NA
BG11972,18):,0,0.031853999999953,0.8007,0.451488652262267,,,NA,,NA,NA,NA
BG11973,18):,0,2.10545900000034,0.0402,0.0573381802033738,,S,2,S2,1.88942499999985,0.0519,0.0893221065987648
BG11978,18):,0,0.261050999999497,0.4699,0.32187295427538,,,NA,2,NA,NA,NA
BG11979,18):,0,2.44051299999956,0.0272,0.0431673609491310,C,S,2,CS2,1.27368800000113,0.1105,0.146756203066895
BG11989,18):,0,1.14176300000054,0.1308,0.135836614059548,,,NA,2,NA,NA,NA
BG11990,18):,0,8.42531000000054,0,0,C,S,2,CS2,0.185061999999562,0.5429,0.381415031351974
BG11992,18):,0,0.488631999999598,0.3229,0.247231347108041,,,NA,,NA,NA,NA
BG12004,18):,0,0.00422600000001694,0.9267,0.489851917421826,,,NA,,NA,NA,NA
BG12021,18):,0,0.178763999999319,0.5499,0.356911804108892,,,NA,,NA,NA,NA
BG12034,18):,0,7.07618600000023,2e-04,0.000883760849881286,C,S,2,CS2,2.63862599999993,0.0216,0.0551095929973517
BG12035,18):,0,0.396249999999782,0.3733,0.277035744044372,,,NA,2,NA,NA,NA
BG12036,18):,0,0.191741000000548,0.5357,0.349927029729734,,,NA,2,NA,NA,NA
BG12037,18):,0,0.441724000000249,0.3473,0.260312150244218,,,NA,2,NA,NA,NA
BG12043,18):,0,0.677322999999888,0.2445,0.209506766494196,,,NA,,NA,NA,NA
BG12044,18):,0,1.39387700000043,0.095,0.106336622127686,,S,2,S2,1.61858699999902,0.072,0.108958042458926
BG12046,18):,0,0.85992400000032,0.1897,0.17587264633593,,,NA,,NA,NA,NA
BG12056,18):,0,0.113385000000108,0.6339,0.392099947022787,,,NA,,NA,NA,NA
BG12084,18):,0,7.69640599999912,1e-04,0.000512179583453927,C,S,2,CS2,1.83809900000051,0.0552,0.0907076916754904
BG12085,18):,0,4.51942400000007,0.0026,0.00738571567400789,C,,cs2,C2,4.31104899999991,0.0033,0.0165487139891473
BG12086,18):,0,0.98602099999971,0.1602,0.156740294407382,,,NA,,NA,NA,NA
